OTU NNgenome identity
embed22038 ssah 99.3
embed12555 ssah 99.3
embed4332 ssah 99.3
embed22039 ssah 99.3
embed6139 ssah 99.3
embed8044 ssah 99.3
embed16261 ssah 99.3
embed8045 ssah 99.3
embed15530 pfv 99.3
embed9651 ssah 99.3
embed18344 ssah 99.3
embed16262 ssah 99.3
embed7504 ssah 99.3
embed4623 ssah 99.3
embed17227 ssah 99.3
embed18345 ssah 99.3
embed18346 ssah 99.3
embed19652 ssah 99.3
embed22 ssah 100
embed11206 pfb 99.3
embed1279 ssah 99.3
embed22963 ssah 99.3
embed22964 ssah 99.3
embed5099 ssah 99.3
embed17228 ssah 99.3
embed9105 ssah 99.3
embed5100 ssah 99.3
embed5129 ssah 99.3
embed24014 ssah 99.3
embed8342 ssah 99.3
embed5837 pfz 99.3
embed4776 ssah 99.3
embed1192 ssah 99.3
embed11600 ssah 99.3
embed22965 ssah 99.3
embed6102 ssah 99.3
embed8881 ssah 99.3
embed9377 ssah 99.3
embed5169 ssah 99.3
embed3850 ssah 99.3
embed1805 ssah 99.3
embed24324 pfb 99.3
embed6365 ssah 98.6
embed5170 ssah 99.3
embed26468 ssah 99.3
embed4364 ssah 99.3
embed3417 ssah 99.3
embed1939 ssah 99.3
embed14668 ssah 98.6
embed26469 ssah 97.9
embed22966 ssah 99.3
embed3955 ssah 99.3
embed22292 pfb 98.6
embed8882 ssah 99.3
embed4839 ssah 99.3
embed7948 ssah 99.3
embed15398 ssah 99.3
embed18347 ssah 99.3
embed20384 ssah 99.3
embed6201 ssah 99.3
embed14001 ssah 99.3
embed8883 ssah 99.3
embed4885 sub 100
embed5357 pfz 99.3
embed17747 sgo 97.9
embed7683 smb 98.6
embed13397 sgo 98.6
embed14669 ssah 99.3
embed24015 ssah 99.3
embed18976 ssah 99.3
embed8447 ssah 99.3
embed4022 ssah 99.3
embed13089 ste 99.3
embed18977 ssah 99.3
embed7796 pfz 99.3
embed7362 ssah 99.3
embed18978 ssah 99.3
embed9925 ssah 99.3
embed11155 ssah 99.3
embed20385 ssah 99.3
embed4563 ssah 99.3
embed18348 ssah 99.3
embed5823 ssah 99.3
embed24016 ssah 99.3
embed6547 ssah 99.3
embed18349 ssah 99.3
embed8999 ssah 99.3
embed5908 ssah 99.3
embed14002 ssah 99.3
embed9242 sda 97.9
embed22967 lla 99.3
embed4777 smb 99.3
embed3328 lpk 100
embed26470 lla 99.3
embed17748 lla 99.3
embed25157 lla 99.3
embed22040 lla 99.3
embed25158 lla 99.3
embed22968 lla 99.3
embed25159 lla 99.3
embed273 lla 100
embed16263 lla 99.3
embed20386 lla 99.3
embed20387 lla 99.3
embed6877 pfb 98.6
embed26471 lla 99.3
embed22041 lla 99.3
embed15399 lla 99.3
embed22042 lla 99.3
embed17749 lla 99.3
embed17750 lla 99.3
embed21178 lla 99.3
embed20388 lla 99.3
embed25160 lla 99.3
embed26472 lla 99.3
embed11207 mcat 99.3
embed17229 lla 99.3
embed25161 lla 99.3
embed17230 lla 99.3
embed18979 lla 99.3
embed22969 lla 99.3
embed24017 lla 99.3
embed24018 lla 99.3
embed10942 ssah 99.3
embed25163 smb 99.3
embed20605 pmon 99.3
embed1870 smb 99.3
embed4365 ssah 99.3
embed18980 lla 99.3
embed5909 smb 99.3
embed14003 ssah 99.3
embed11368 smb 99.3
embed18981 ssah 99.3
embed20389 fnc 97.9
embed2960 smb 99.3
embed6307 ssah 99.3
embed14755 palk 99.3
embed22043 lla 99.3
embed1766 smc 100
embed25164 sjj 98.6
embed7437 smb 99.3
embed18982 ssah 99.3
embed2095 smb 99.3
embed3560 ssah 99.3
embed17751 lla 99.3
embed3625 smb 99.3
embed8268 pba 98.6
embed6435 ssah 99.3
embed21179 lla 99.3
embed5910 smb 99.3
embed9926 ssah 99.3
embed10766 smb 99.3
embed10587 ssah 99.3
embed6436 smb 99.3
embed12309 ssah 99.3
embed20390 ssah 99.3
embed17752 smb 99.3
embed750 pfz 99.3
embed17231 smb 99.3
embed13090 ssah 99.3
embed5014 smb 99.3
embed9000 ssah 99.3
embed6008 smb 99.3
embed11369 ssah 99.3
embed11157 smb 99.3
embed21180 ssah 99.3
embed13398 scf 99.3
embed5687 smb 99.3
embed11666 pfz 98.6
embed10422 ssah 99.3
embed22970 ssah 99.3
embed8654 scf 99.3
embed3798 smb 99.3
embed6674 ssah 99.3
embed26473 lla 99.3
embed15018 scf 99.3
embed5787 smb 99.3
embed7586 ssah 99.3
embed7459 pfv 99.3
embed5277 pfb 99.3
embed5688 smb 99.3
embed24020 stk 100
embed13091 ssah 99.3
embed1771 saa 99.3
embed25165 vpr 99.3
embed14084 pfz 99.3
embed19842 pfb 98.6
embed4961 pfz 99.3
embed17901 pfz 99.3
embed15814 marr 100
embed25525 pfb 98.6
embed5302 pfz 99.3
embed23246 pfb 99.3
embed12887 pfb 98.6
embed15531 mcat 99.3
embed20399 saa 99.3
embed19844 pba 98.6
embed6009 saa 99.3
embed7438 lsn 100
embed5041 saa 99.3
embed1952 saa 99.3
embed12556 esr 98.6
embed17239 vpr 99.3
embed18988 lac 99.3
embed22049 caw 97.9
embed3209 saa 99.3
embed19661 esr 98.6
embed26482 vpr 99.3
embed20400 lac 99.3
embed2146 saa 99.3
embed24030 saa 99.3
embed2290 saa 99.3
embed5788 saa 99.3
embed1784 pfz 99.3
embed3103 saa 99.3
embed4748 saa 99.3
embed17759 erb 98.6
embed15023 erb 98.6
embed3292 erb 98.6
embed3831 erb 99.3
embed19151 pfv 99.3
embed376 erb 100
embed11429 pfb 99.3
embed14407 pfz 99.3
embed2281 saa 99.3
embed15941 pfb 98.6
embed2809 pfz 99.3
embed14408 pfb 99.3
embed2568 saa 99.3
embed2961 saa 99.3
embed16897 mcat 99.3
embed3256 saa 99.3
embed4106 saa 99.3
embed3120 saa 99.3
embed2306 saa 99.3
embed5216 saa 99.3
embed16898 mcat 98.6
embed4687 tur 97.9
embed5750 tur 99.3
embed25526 mbl 97.9
embed3589 saa 99.3
embed26490 saa 99.3
embed11208 mcat 97.9
embed2096 saa 99.3
embed6140 saa 99.3
embed7686 aamy 99.3
embed22980 bah 99.3
embed2962 bmd 100
embed1125 suq 98.6
embed1313 bah 100
embed4662 suq 98.6
embed12621 pfb 98.6
embed4023 suq 98.6
embed3257 suq 98.6
embed5870 suq 98.6
embed1450 suq 98.6
embed3247 suq 98.6
embed21413 pfb 98.6
embed6548 bha 97.9
embed5689 bcy 97.1
embed2018 saa 99.3
embed26491 sbac 98.6
embed1855 suq 100
embed26492 ssp 99.3
embed1729 saa 99.3
embed11667 pfb 98.6
embed1472 seqo 100
embed1123 ssp 100
embed7068 ssp 99.3
embed4624 ssp 99.3
embed4048 bah 98.6
embed19665 ssp 99.3
embed15406 bcy 97.9
embed25184 ssp 98.6
embed10073 bcy 97.9
embed3192 sbac 100
embed17373 pfb 98.6
embed8449 sbac 99.3
embed1856 saa 99.3
embed3684 saa 99.3
embed9379 saa 99.3
embed15407 saa 99.3
embed1560 saa 99.3
embed24033 saa 99.3
embed22052 saa 99.3
embed1897 saa 99.3
embed18531 pfb 98.6
embed5789 saa 99.3
embed1792 saa 99.3
embed3907 saa 99.3
embed17760 saa 99.3
embed1567 saa 99.3
embed20404 saa 99.3
embed5261 saa 99.3
embed5387 suq 98.6
embed12818 saa 99.3
embed2374 saa 99.3
embed24325 pfb 98.6
embed3489 saa 99.3
embed25185 saa 99.3
embed1736 saa 99.3
embed4185 saa 99.3
embed12559 saa 99.3
embed1349 saa 99.3
embed7687 saa 98.6
embed1903 saa 99.3
embed4049 saa 99.3
embed6141 saa 99.3
embed11668 pfb 98.6
embed2813 saa 99.3
embed3510 saa 99.3
embed22981 saa 99.3
embed4749 saa 99.3
embed12819 saa 99.3
embed1500 saa 99.3
embed16266 suq 97.9
embed12073 saa 98.6
embed812 saa 99.3
embed2227 saa 99.3
embed19152 pfb 98.6
embed2193 saa 99.3
embed7215 saa 99.3
embed4224 saa 99.3
embed6807 saa 99.3
embed21185 suq 98.6
embed1973 suq 98.6
embed4625 suq 98.6
embed1133 suq 98.6
embed1828 saa 99.3
embed2307 saa 99.3
embed12135 pfb 98.6
embed4803 saa 99.3
embed6437 saa 99.3
embed13095 saa 99.3
embed1679 saa 99.3
embed2690 saa 99.3
embed2569 seqo 98.6
embed14670 saa 99.3
embed4107 saa 99.3
embed6869 saa 99.3
embed7283 saa 99.3
embed24326 pfb 98.6
embed7688 saa 99.3
embed135 saa 100
embed5429 saa 99.3
embed3273 saa 99.3
embed2855 saa 99.3
embed6990 saa 99.3
embed3104 saa 99.3
embed1516 saa 99.3
embed25186 saa 99.3
embed5130 saa 99.3
embed15532 pfb 98.6
embed1203 saa 99.3
embed6609 saa 99.3
embed17242 saa 99.3
embed10423 saa 99.3
embed1310 saa 99.3
embed12074 saa 99.3
embed5073 saa 99.3
embed2050 saa 99.3
embed4081 saa 99.3
embed14671 saa 99.3
embed24327 pfb 98.6
embed3228 saa 99.3
embed1315 saa 99.3
embed12820 saa 99.3
embed2982 saa 99.3
embed15408 saa 99.3
embed14321 saa 99.3
embed10591 saa 99.3
embed1633 saa 99.3
embed7363 saa 99.3
embed6485 saa 99.3
embed21414 pfb 98.6
embed7769 saa 99.3
embed2749 saa 99.3
embed1399 saa 99.3
embed6309 saa 99.3
embed10424 suq 98.6
embed1486 suq 98.6
embed13690 sagq 99.3
embed16267 suq 98.6
embed1351 suq 98.6
embed15027 ssif 99.3
embed12136 pfb 98.6
embed2424 ssp 98.6
embed1345 ssp 99.3
embed4082 ssp 98.6
embed1087 sha 100
embed5968 suq 98.6
embed5173 suq 98.6
embed3994 suq 98.6
embed1417 suq 98.6
embed17243 suq 98.6
embed8344 saa 99.3
embed11209 pfb 98.6
embed1334 saa 99.3
embed1949 saa 99.3
embed2750 saa 99.3
embed1375 saa 99.3
embed2511 saa 99.3
embed10767 saa 99.3
embed3749 saa 99.3
embed2994 saa 99.3
embed1684 saa 99.3
embed9001 saa 99.3
embed19153 pfb 98.6
embed4840 saa 100
embed20405 saa 98.6
embed3966 saa 99.3
embed5131 saa 99.3
embed14006 saa 98.6
embed15028 saa 98.6
embed4254 saa 99.3
embed4419 saa 99.3
embed1423 saa 99.3
embed4538 saa 99.3
embed23248 pfb 98.6
embed16268 saa 99.3
embed26493 saa 99.3
embed17761 saa 99.3
embed2501 saa 99.3
embed4886 saa 99.3
embed4420 saa 99.3
embed1797 saa 99.3
embed6675 saa 99.3
embed1799 saa 99.3
embed15029 saa 99.3
embed23249 pfb 98.6
embed2632 saa 99.3
embed4778 saa 99.3
embed16750 saa 99.3
embed12311 saa 99.3
embed3146 saa 99.3
embed2412 saa 99.3
embed1737 saa 99.3
embed9789 saa 99.3
embed2623 saa 99.3
embed3057 saa 99.3
embed11895 pfb 98.6
embed2602 saa 99.3
embed2006 saa 99.3
embed6919 saa 99.3
embed1199 saa 99.3
embed5262 saa 99.3
embed4626 saa 99.3
embed1237 saa 99.3
embed11371 saa 99.3
embed3918 saa 99.3
embed1339 saa 99.3
embed21415 pfb 98.6
embed3820 saa 99.3
embed8539 saa 99.3
embed8450 saa 99.3
embed1637 saa 99.3
embed13691 saa 99.3
embed18990 saa 99.3
embed6610 saa 99.3
embed3211 saa 99.3
embed1568 saa 99.3
embed19666 saa 99.3
embed10116 pfb 98.6
embed6438 saa 99.3
embed2856 saa 99.3
embed9790 saa 99.3
embed17762 suq 98.6
embed1071 bah 97.1
embed12821 suq 98.6
embed13692 suq 98.6
embed2012 suq 98.6
embed3058 saa 99.3
embed22982 bcy 97.9
embed12369 pfb 98.6
embed26494 saa 99.3
embed2881 saa 99.3
embed14756 pfb 98.6
embed25188 erb 98.6
embed3212 saa 99.3
embed12075 saa 99.3
embed1255 saa 99.3
embed11669 pfb 98.6
embed4663 saa 99.3
embed1685 saa 99.3
embed8884 saa 99.3
embed2282 saa 99.3
embed26495 saa 99.3
embed2570 saa 99.3
embed21416 pfb 98.6
embed14672 saa 99.3
embed4750 saa 99.3
embed8047 saa 99.3
embed19668 saa 99.3
embed4307 saa 99.3
embed10074 saa 99.3
embed14409 pfb 98.6
embed1551 saa 99.3
embed22984 fpla 99.3
embed860 ibu 97.1
embed23250 pfb 98.6
embed14007 fpla 99.3
embed16899 pfb 98.6
embed12370 pfb 98.6
embed20606 pfb 98.6
embed1690 ibu 97.1
embed13757 pfb 98.6
embed5824 ibu 97.1
embed15132 pfb 98.6
embed26497 ibu 97.9
embed1081 ibu 97.1
embed9415 pfb 98.6
embed6439 ibu 97.9
embed5346 ibu 97.1
embed8917 pfb 98.6
embed397 ibu 100
embed763 ibu 97.1
embed7015 pfb 98.6
embed564 pfb 99.3
embed11162 fpla 97.1
embed16751 ibu 97.1
embed10278 pfb 98.6
embed2869 fpla 97.1
embed13407 fpla 97.9
embed75 fpla 100
embed21187 fpla 99.3
embed12889 pfb 98.6
embed14757 pfb 98.6
embed15942 pfb 98.6
embed20409 lsi 97.9
embed10797 pfb 98.6
embed20410 lfe 99.3
embed2468 lfe 100
embed22986 lfe 99.3
embed16272 lac 99.3
embed1950 paci 100
embed12561 paci 98.6
embed24036 paci 98.6
embed21188 lre 99.3
embed8770 lre 99.3
embed12137 pfb 98.6
embed15031 lru 100
embed2264 lre 100
embed6262 lmu 100
embed25193 lca 99.3
embed528 lca 100
embed21189 lca 99.3
embed26500 lca 99.3
embed25194 lpi 100
embed25195 lca 99.3
embed10992 pfb 98.6
embed26501 lca 99.3
embed22987 lca 99.3
embed22059 lca 99.3
embed6991 lrg 100
embed3490 lrc 100
embed25196 lra 99.3
embed981 lra 100
embed22988 lca 99.3
embed3105 saa 99.3
embed23251 pfb 98.6
embed10247 lrm 98.6
embed3072 lsi 98.6
embed26502 lre 99.3
embed19845 pfb 98.6
embed13693 fpla 97.1
embed24037 fpla 97.1
embed21417 pfb 98.6
embed12563 ibu 97.1
embed22060 fpla 99.3
embed240 fpla 97.9
embed10117 pfb 98.6
embed26505 fpla 99.3
embed1839 saa 99.3
embed1703 saa 99.3
embed7285 saa 99.3
embed7286 saa 99.3
embed12079 saa 99.3
embed2741 saa 99.3
embed3229 saa 99.3
embed23252 pfb 98.6
embed12313 esr 98.6
embed14322 vpr 99.3
embed10460 pfb 98.6
embed9928 lac 99.3
embed18364 caw 97.9
embed22062 ecas 99.3
embed22990 lac 99.3
embed8346 lac 99.3
embed11896 pfb 98.6
embed20607 pfb 98.6
embed11670 pfb 98.6
embed14085 pfb 98.6
embed22991 esr 98.6
embed22992 vpr 99.3
embed3382 esr 98.6
embed12314 esr 99.3
embed12622 pfb 98.6
embed16754 esr 98.6
embed18532 pfb 98.6
embed25527 pfb 98.6
embed10639 pfb 98.6
embed10118 pfb 98.6
embed18533 pfb 98.6
embed23253 pfb 98.6
embed11430 pfb 98.6
embed13184 pfb 98.6
embed14758 pfb 98.6
embed15943 pfb 98.6
embed15133 pfb 98.6
embed21418 pfb 98.6
embed9970 pfb 98.6
embed7950 esr 98.6
embed22998 esr 99.3
embed15817 esr 98.6
embed13099 esr 98.6
embed11375 esr 98.6
embed22065 esr 98.6
embed24045 esr 98.6
embed8801 pfb 98.6
embed21198 esr 98.6
embed16276 esr 98.6
embed15818 esr 98.6
embed22066 esr 98.6
embed25206 esr 98.6
embed16758 esr 98.6
embed26510 esr 98.6
embed13100 esr 98.6
embed15034 esr 98.6
embed26511 esr 98.6
embed10993 pfb 98.6
embed18365 esr 98.6
embed15035 esr 98.6
embed19679 esr 98.6
embed14326 esr 98.6
embed17257 esr 98.6
embed17769 esr 98.6
embed89 esr 99.3
embed10427 esr 98.6
embed18995 esr 98.6
embed22999 esr 98.6
embed10461 pfb 98.6
embed11606 esr 98.6
embed24046 esr 98.6
embed8347 esr 98.6
embed22067 esr 98.6
embed11843 esr 98.6
embed15412 esr 98.6
embed4628 esr 98.6
embed24047 esr 98.6
embed9793 esr 98.6
embed8544 esr 98.6
embed10640 pfb 98.6
embed13411 esr 98.6
embed13412 esr 98.6
embed22068 esr 98.6
embed11844 esr 98.6
embed9656 esr 98.6
embed15819 esr 98.6
embed18366 esr 98.6
embed21199 esr 98.6
embed21200 esr 98.6
embed21201 esr 98.6
embed19846 pfb 98.6
embed11845 esr 98.6
embed18996 esr 98.6
embed9382 esr 98.6
embed16277 esr 98.6
embed11607 esr 98.6
embed10593 esr 98.6
embed10079 esr 98.6
embed12566 esr 98.6
embed11846 esr 98.6
embed14327 esr 98.6
embed16387 pfb 98.6
embed14328 esr 98.6
embed16278 esr 98.6
embed15820 esr 98.6
embed16279 esr 99.3
embed710 esr 100
embed23000 esr 99.3
embed22069 esr 99.3
embed11608 esr 97.9
embed13413 esr 98.6
embed24048 esr 98.6
embed11671 pfb 98.6
embed18997 esr 98.6
embed9244 esr 98.6
embed11847 esr 98.6
embed21419 pfb 98.6
embed19847 mcat 99.3
embed14329 esr 98.6
embed8772 esr 98.6
embed15821 esr 98.6
embed12082 esr 98.6
embed16759 esr 98.6
embed9245 esr 98.6
embed25208 esr 99.3
embed23254 mcat 99.3
embed26512 vpr 99.3
embed19154 mcat 99.3
embed23002 pdg 97.9
embed18999 vpr 99.3
embed4751 afn 100
embed10080 afn 99.3
embed26513 ain 99.3
embed682 ain 100
embed16900 mcat 99.3
embed10248 ain 99.3
embed25210 ain 99.3
embed21204 ain 99.3
embed23255 mcat 99.3
embed20419 vpr 99.3
embed18534 mcat 99.3
embed17770 vpr 99.3
embed17902 mcat 99.3
embed290 vpr 97.1
embed14677 vpr 99.3
embed21205 vpr 99.3
embed17771 vpr 99.3
embed14330 vpr 99.3
embed19848 mcat 99.3
embed14678 vpr 99.3
embed16761 vpr 99.3
embed15413 vpr 99.3
embed19001 vpr 99.3
embed21206 vpr 99.3
embed17772 vpr 99.3
embed21207 vpr 99.3
embed24051 vpr 99.3
embed1280 vpr 100
embed25215 vpr 99.3
embed16901 mcat 99.3
embed13417 vpr 99.3
embed11376 vpr 99.3
embed15036 vpr 99.3
embed19684 vpr 99.3
embed26515 vpr 99.3
embed166 vpr 100
embed8773 vpr 99.3
embed10594 vpr 99.3
embed15822 vpr 99.3
embed26516 vpr 99.3
embed21420 mcat 99.3
embed24052 vpr 99.3
embed8660 vpr 99.3
embed15823 vpr 99.3
embed25216 vpr 99.3
embed20421 vpr 99.3
embed7770 vpr 99.3
embed15037 vpr 99.3
embed16282 vpr 99.3
embed10947 vpr 99.3
embed10595 vpr 99.3
embed19155 mcat 99.3
embed13102 vpr 99.3
embed20422 vpr 99.3
embed14013 vpr 99.3
embed23005 vpr 99.3
embed14679 vpr 99.3
embed8451 vpr 99.3
embed9932 vpr 99.3
embed15824 vpr 99.3
embed22071 vpr 99.3
embed9108 vpr 99.3
embed16388 mcat 99.3
embed17773 vpr 99.3
embed16762 vpr 99.3
embed15825 vpr 99.3
embed11377 vpr 99.3
embed16283 vpr 99.3
embed13103 vpr 99.3
embed15414 vpr 99.3
embed18370 vpr 99.3
embed15038 vpr 99.3
embed13104 vpr 99.3
embed19156 mcat 99.3
embed25217 vpr 99.3
embed20423 vpr 99.3
embed25218 vpr 99.3
embed20424 vpr 99.3
embed26517 vpr 99.3
embed404 vpr 100
embed22072 vpr 99.3
embed23006 vpr 99.3
embed21208 vpr 99.3
embed24053 vpr 99.3
embed19157 mcat 99.3
embed18371 vpr 99.3
embed18372 vpr 99.3
embed25219 vpr 99.3
embed20425 vpr 99.3
embed24054 vpr 99.3
embed26518 vpr 99.3
embed21209 vpr 99.3
embed25220 vpr 99.3
embed22073 vpr 99.3
embed1355 vpr 97.9
embed21421 mcat 99.3
embed9528 vpr 99.3
embed6059 vpr 97.9
embed4564 vpr 99.3
embed5174 vpr 99.3
embed16902 mcat 99.3
embed25528 mcat 99.3
embed23256 mcat 99.3
embed20608 mcat 99.3
embed19158 mcat 99.3
embed116 vpr 97.1
embed22293 mcat 99.3
embed16389 mcat 99.3
embed25222 vpr 97.1
embed7287 vpr 97.9
embed14410 mcat 99.3
embed2178 mcat 100
embed15944 mcat 99.3
embed16390 mcat 99.3
embed10082 vpr 97.1
embed19849 mcat 99.3
embed10249 vpr 97.1
embed21422 mcat 99.3
embed2882 eat 100
embed9386 bsm 97.1
embed15134 mcat 99.3
embed3610 exm 100
embed4170 ean 100
embed2937 bag 97.1
embed10250 bag 97.9
embed15417 bbe 99.3
embed15945 mcat 99.3
embed17903 mcat 99.3
embed14759 mcat 99.3
embed16903 mcat 99.3
embed16391 mcat 99.3
embed19850 mcat 99.3
embed17904 mcat 99.3
embed16904 mcat 99.3
embed7141 dpn 99.3
embed15533 mcat 99.3
embed23257 mcat 99.3
embed16392 mcat 99.3
embed15135 mcat 99.3
embed26525 bsm 97.1
embed19011 bsm 97.9
embed10769 ble 99.3
embed2995 ble 100
embed924 bcl 100
embed11167 bcl 100
embed9111 bag 100
embed20609 mcat 99.3
embed16393 mcat 99.3
embed19693 pdg 97.9
embed16768 baco 98.6
embed25232 pll 97.1
embed2891 bif 99.3
embed22083 baco 97.1
embed14335 baco 98.6
embed10430 bif 97.9
embed2742 pdg 97.9
embed5791 pdg 97.9
embed19012 bif 97.9
embed17905 mcat 99.3
embed20434 baco 97.9
embed3385 baco 100
embed295 pdg 98.6
embed3685 pdg 100
embed23010 pdg 97.9
embed26526 pdg 97.9
embed13698 aamy 97.9
embed6368 baco 97.1
embed22294 mcat 99.3
embed1937 baco 99.3
embed12824 pll 97.9
embed2117 aamy 98.6
embed1478 gst 100
embed1262 bif 98.6
embed12319 aamy 100
embed6612 aamy 97.9
embed25233 pdg 97.9
embed18380 vir 98.6
embed23258 mcat 99.3
embed26527 pdg 97.9
embed26528 pdg 98.6
embed3304 baco 97.9
embed25234 bpf 100
embed22295 mcat 99.3
embed26531 bsm 98.6
embed3248 bha 98.6
embed26532 bsm 97.9
embed12825 vir 98.6
embed26533 bha 98.6
embed25236 bsj 98.6
embed7869 bsj 98.6
embed26534 baci 98.6
embed14411 mcat 99.3
embed1634 bsj 99.3
embed15828 bif 98.6
embed6488 afl 100
embed3511 bacb 97.1
embed19694 beo 98.6
embed21217 bsj 98.6
embed18381 bsj 97.9
embed9934 spsy 100
embed25529 mcat 99.3
embed14337 baci 98.6
embed3590 bsj 98.6
embed2111 dpn 100
embed22085 bacl 97.1
embed25238 ecas 97.1
embed20435 lfu 99.3
embed9112 bsj 98.6
embed13758 mcat 99.3
embed9935 bacb 97.1
embed21218 bah 97.9
embed19013 bacl 98.6
embed7695 bacb 98.6
embed24059 bag 98.6
embed14412 mcat 99.3
embed7773 bif 97.9
embed23015 lfu 97.1
embed11380 bsj 98.6
embed1487 bsj 99.3
embed7588 bif 97.1
embed1128 bsj 100
embed15420 beo 97.9
embed15042 bif 97.9
embed2020 bsj 97.9
embed24328 mcat 99.3
embed4954 bsj 98.6
embed5176 bsj 99.3
embed8352 bsj 97.1
embed15946 mcat 99.3
embed14760 mcat 99.3
embed17374 mcat 99.3
embed17782 lfu 99.3
embed2548 lfu 100
embed19851 mcat 99.3
embed4150 bsj 99.3
embed19014 bah 97.9
embed13699 vpr 99.3
embed5177 vir 97.9
embed16290 oih 98.6
embed9936 oih 100
embed9113 oih 97.1
embed4308 oih 97.9
embed20438 bacb 97.9
embed24066 med 99.3
embed6760 palk 98.6
embed1990 med 100
embed24067 med 99.3
embed24068 med 99.3
embed2346 pfz 99.3
embed17266 bacl 99.3
embed1129 bacl 100
embed3022 bacb 100
embed15137 pch 99.3
embed22087 ain 99.3
embed8889 vpr 99.3
embed18384 vpr 99.3
embed25246 bcl 99.3
embed17783 pdg 97.9
embed23259 pba 98.6
embed15831 vpr 99.3
embed26542 vpr 99.3
embed25531 pba 98.6
embed20440 ain 99.3
embed13700 vpr 99.3
embed16771 vpr 99.3
embed10798 pfv 99.3
embed20441 vpr 99.3
embed12088 esr 98.6
embed2551 pmon 100
embed16772 lac 99.3
embed13107 esr 98.6
embed15423 vpr 99.3
embed13478 palk 99.3
embed24075 lac 99.3
embed4812 pen 100
embed19017 lai 97.9
embed8802 pfe 98.6
embed4804 csb 97.1
embed1991 cbv 97.9
embed23260 pba 98.6
embed8050 cbut 100
embed10771 cbk 99.3
embed16775 cbe 99.3
embed13701 cbe 100
embed22296 pba 98.6
embed17375 pba 98.6
embed23261 pkr 99.3
embed17376 palk 99.3
embed2393 palk 100
embed4483 pch 100
embed25532 pbc 99.3
embed709 pba 99.3
embed17377 pba 98.6
embed15947 pba 98.6
embed20610 pba 98.6
embed20611 pba 98.6
embed7970 pfb 99.3
embed19159 pba 99.3
embed2165 pba 100
embed22297 pba 98.6
embed18535 pba 98.6
embed25533 pba 98.6
embed24329 pba 98.6
embed12890 pba 98.6
embed16394 pba 98.6
embed13479 pba 98.6
embed25534 pba 98.6
embed16395 pba 98.6
embed23262 palk 97.9
embed20454 ova 97.9
embed17269 ova 97.1
embed13759 pfb 99.3
embed22298 mcat 99.3
embed6450 pfz 99.3
embed18536 pfz 99.3
embed2479 pfz 99.3
embed12371 pfb 99.3
embed18537 pfz 99.3
embed3517 pfz 99.3
embed19852 pfb 99.3
embed8374 pfz 99.3
embed2472 pfz 99.3
embed22299 pfv 99.3
embed11897 pfb 99.3
embed2513 pfz 99.3
embed25535 pfv 99.3
embed10994 mmw 100
embed14086 pfb 99.3
embed5519 pfz 99.3
embed20612 pfb 99.3
embed16905 pfz 99.3
embed2420 pfz 99.3
embed24330 pfz 99.3
embed5603 pfz 99.3
embed25536 pfz 99.3
embed2378 pfz 99.3
embed22109 lac 99.3
embed20464 lac 99.3
embed19024 ecas 99.3
embed18394 lac 99.3
embed15431 lhi 100
embed25269 lac 99.3
embed25270 lac 99.3
embed6761 pfz 99.3
embed14687 lai 100
embed25271 lac 99.3
embed4187 lay 97.1
embed16786 lac 99.3
embed19025 lac 99.3
embed18395 lac 99.3
embed26570 lac 99.3
embed19026 lac 99.3
embed23041 lac 99.3
embed19027 lac 99.3
embed5110 pfz 99.3
embed20465 lac 99.3
embed26571 lac 99.3
embed11854 lac 99.3
embed18396 lac 99.3
embed25272 lac 99.3
embed22110 lac 99.3
embed24097 lac 99.3
embed23042 lac 99.3
embed15432 lac 99.3
embed21238 lac 99.3
embed4340 pfv 99.3
embed19712 lac 99.3
embed17276 lac 99.3
embed17792 lac 99.3
embed18397 lac 99.3
embed21239 lac 99.3
embed22111 lac 99.3
embed16301 lac 99.3
embed23043 lac 99.3
embed563 lac 100
embed13706 lac 99.3
embed21423 pfl 97.9
embed18398 lac 99.3
embed14026 lac 99.3
embed14688 lac 99.3
embed15050 lac 99.3
embed13707 lac 99.3
embed24098 lac 99.3
embed14689 lac 99.3
embed23044 lac 99.3
embed15051 lac 99.3
embed15052 lac 99.3
embed17906 pfl 99.3
embed15843 lac 99.3
embed15433 lac 99.3
embed15434 lac 99.3
embed25273 lac 99.3
embed14346 lgl 99.3
embed16302 lgl 100
embed14027 lac 99.3
embed15844 lac 99.3
embed22112 lac 99.3
embed17793 lac 99.3
embed14761 pfz 99.3
embed25274 lac 99.3
embed15845 lac 99.3
embed21240 lac 99.3
embed21241 lac 99.3
embed21242 lac 99.3
embed19713 lac 99.3
embed16787 lac 99.3
embed25275 lac 99.3
embed16788 lac 99.3
embed15053 lac 99.3
embed17907 pfz 99.3
embed18399 lac 99.3
embed17794 lac 99.3
embed23045 lac 99.3
embed15054 lac 99.3
embed23046 lac 99.3
embed25276 lac 99.3
embed15846 lac 99.3
embed1222 lbu 100
embed13708 lac 99.3
embed2194 lje 100
embed7088 pfz 99.3
embed3180 caw 97.9
embed21243 ecas 99.3
embed23047 lac 99.3
embed12840 caw 97.9
embed19714 ecas 99.3
embed3660 thl 100
embed15847 caw 97.9
embed10995 pfz 99.3
embed8891 caw 97.9
embed19028 caw 97.9
embed24099 caw 97.9
embed16789 caw 97.9
